['0', 'created', 'mrappmaster', 'for', 'application', 'appattempt_1445144423722_0020_000001', ['created', 'mrappmaster', 'for', 'application', 'appattempt_1445144423722_0020_000001'], 'E0']
['1027', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '88', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1043', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '89', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1047', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '90', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1070', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '91', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1074', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '92', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1078', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '93', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1081', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '94', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1085', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '95', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1088', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '96', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1092', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '97', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1095', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '98', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1100', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '99', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1104', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '100', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1107', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '101', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1111', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '102', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1114', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '103', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1118', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '104', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1121', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '105', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1125', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '106', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1128', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '107', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1132', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '108', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1135', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '109', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1139', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '110', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1142', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '111', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1146', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '112', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1149', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '113', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1153', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '114', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1156', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '115', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1160', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '116', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1163', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '117', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1167', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '118', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1170', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '119', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1174', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '120', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1177', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '121', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1181', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '122', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1184', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '123', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1188', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '124', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1191', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '125', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1195', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '126', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1198', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '127', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1202', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '128', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1205', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '129', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1209', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '130', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1212', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '131', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1216', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '132', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1219', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '133', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1223', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '134', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1226', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '135', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1230', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '136', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1233', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '137', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1237', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '138', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1240', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '139', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1244', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '140', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1247', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '141', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1251', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '142', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1254', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '143', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1258', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '144', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1261', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '145', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1265', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '146', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1268', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '147', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1272', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '148', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1275', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '149', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1279', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '150', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1282', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '151', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1286', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '152', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1289', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '153', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1293', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '154', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
['1296', 'failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', '155', 'seconds.', 'will', 'retry', 'shortly', '...', ['failed', 'to', 'renew', 'lease', 'for', '[dfsclient_nonmapreduce_1537864556_1]', 'for', ' <*>', 'seconds.', 'will', 'retry', 'shortly', '...'], 'E107']
